SYMBOL	1_08_AD-F	10_11_AD-F	11_12_Normal-M	26_05_Normal-M	39_08_AD-M	39_10_AD-M	4_05_Normal-M
BTN2A2	7.362058731	7.114214491	7.022729207	7.010639474	7.017441929	7.022729207	6.998941507
TTC23	7.089448777	7.220651595	6.999265663	7.191579365	7.011380382	7.359084475	6.886814069
FLJ41170	6.987166784	6.810207153	6.514888974	6.873108032	7.199991334	6.887043401	7.208320582
KCP	7.310711718	7.082552513	7.207810184	7.259854191	7.034782072	7.059335699	6.943100705
LRRC28	7.26623929	7.078572114	7.129256748	7.359791006	7.022601148	6.975086309	6.977420835
FRMPD3	7.234366803	7.061538543	7.036626004	7.056601221	7.123227986	7.130309451	7.266642036
NCR1	7.431184328	7.000539499	7.125484456	7.161233633	6.913826378	7.111259693	7.004840812
C14orf180	7.429127105	7.159108985	7.087229767	7.208213952	7.121405793	7.147304506	6.870167315
POLD1	7.402662955	7.104945415	7.348385895	7.12645912	7.084912532	7.244781175	6.910308748
PCDHB6	7.19014574	7.078016533	6.937569072	7.078016533	7.045892305	6.981959622	6.956300557
OSBPL10	6.114179085	6.984097438	7.007405385	7.034782072	7.034782072	6.8620967	7.356316837
S100A7A	7.566836388	7.078134163	7.466330107	7.323118192	7.048717721	7.238849883	6.658759783
WDFY4	7.28139833	7.292411611	6.929232383	7.104488142	7.078134163	7.323291646	6.900893722
LSR	6.812944378	7.216262215	6.891313315	7.29138856	7.659925889	7.376716222	6.37024562
DET1	6.688291191	7.393810157	6.435897449	6.487782625	7.245893831	7.191940854	7.281060318
KIAA0754	6.841424824	7.243674018	7.35892083	7.488601153	7.242617705	7.113484165	6.911548272
PCDHB14	6.740679624	7.012607647	6.627298309	6.961167898	6.726006688	7.011755096	7.531844194
PCGF2	6.912738258	7.058258585	7.22156557	7.361830185	7.046261708	7.207742545	7.058258585
AMER3	7.061538543	7.004628985	7.264534337	6.899083941	7.105112807	7.052150541	6.95246027
ZNF467	7.277465485	6.960906964	6.910488576	7.312352913	7.205624809	6.966161231	7.087835711
CCDC36	7.111521977	6.896255875	7.23597786	7.299050212	7.05091791	6.947248291	7.145933325
KDM8	7.596296272	7.1375445	7.257944959	7.40586912	7.000110007	6.904141078	6.769843207
CMAHP	6.500775333	7.145370541	7.217937052	8.246792318	6.981492148	7.427009712	6.685745435
KANK3	7.261309817	7.127517173	7.153495013	7.68244111	7.248677972	6.974528291	6.746368927
ZFP28	7.074246433	6.952288324	6.952998751	6.549738749	7.244163827	7.078530492	7.289850497
GATSL3	7.025751884	7.418587166	6.749458947	7.740096718	7.196825746	7.297422836	6.716166364
METTL7B	7.599563076	6.565966038	6.300968619	6.521856225	7.41667931	7.099851399	8.041307486
FRAT1	6.80683753	7.194157669	6.786566108	6.828324414	7.484077722	7.176907411	7.277277976
ANGPT4	7.256557728	7.116942328	7.3910447	7.13404373	7.066440462	7.182942871	7.055286632
TMEM39A	7.240211613	7.274585291	7.172054113	7.058768675	6.815244883	7.184164831	6.790125689
LRRC61	7.317161691	7.134295812	7.049708	7.010155251	7.082455039	7.098395217	6.979622147
SDHAF3	6.81830446	7.213922291	6.414122513	6.741445206	6.618323058	6.998317147	7.723295668
ALDH16A1	7.110126369	7.172107168	7.072298644	7.078158364	7.01165025	6.99140738	6.870772505
GAL3ST3	7.049708	7.020715235	6.972676488	6.86829529	7.106913895	6.934345094	7.419766791
UPB1	7.438857842	7.00770364	7.221901315	7.354729476	7.048717721	6.970181001	6.787014338
C16orf74	7.611163851	7.208125927	7.059573497	7.157831082	7.109060297	7.059573497	7.023297581
C22orf31	7.334551825	7.107217647	7.357442566	7.27465657	7.11550027	7.265808971	6.658498155
RGS8	7.114164412	6.859523416	6.717064175	6.566803624	6.953906604	6.574602713	8.004275397
FGF9	6.545532761	6.352219079	6.474911605	6.819475414	7.447247596	6.569127415	8.010642592
WDR25	7.026696524	7.22642532	6.81131672	7.095026887	7.150509041	6.954576653	6.90181242
DHRS2	7.268454343	7.074564451	7.172979838	7.229157758	6.992246588	7.037779656	7.076631719
BACE2	7.589021051	7.050979801	7.71699178	7.26852146	7.097671851	6.517216881	6.992320414
DIS3L2	7.519275357	7.074246433	8.017020856	6.809435672	7.36657724	6.998317147	6.51251694
STX5	7.096702026	7.032931977	6.781689612	7.168814509	6.997987726	6.984344547	7.303492256
R3HCC1L	7.071914487	7.113050117	7.068191973	7.047726763	7.139833214	6.999448567	6.836175631
VRTN	7.421955814	7.25795724	7.220239258	7.427299537	6.940918218	6.994137562	6.745609169
FLJ10038	6.595138303	7.007787752	6.773608096	6.85047159	7.341038861	7.007001956	7.305397696
PLK3	6.733340049	7.067417657	6.979136077	7.105452886	7.005433516	6.896327808	7.249072631
OXTR	7.491899079	6.890286328	7.034782072	7.197892911	7.034782072	7.738834674	6.596563197
IFT140	7.369786497	7.554947774	7.048717721	7.153893879	7.170223254	7.107156446	6.949619671
ZNF564	6.948750474	7.034152114	6.997290945	6.875247888	7.152990065	7.113709975	7.255125428
OR4D1	7.33869774	7.23175142	7.323852732	7.355395136	7.059573497	7.172979838	6.679373998
PDE3B	7.471863975	7.154336711	7.316095247	7.555616935	6.999719194	6.912738258	6.660483363
UMPS	6.84590765	6.943180692	6.561038006	6.281655664	6.885691469	7.188483378	7.525721458
TAPBPL	7.303924601	6.73518018	6.92897375	7.093693352	7.066748991	7.36018752	6.490445851
ALDH1A2	7.436029388	7.045742877	7.049955097	7.281071471	7.137458477	6.98019987	7.075426374
SPAG8	7.401932581	7.260116182	7.24146165	7.27739633	7.069027637	7.163430814	6.634904065
HPX	6.987661208	6.860260536	7.206102527	7.353046689	6.928218967	7.190937668	7.067945159
PTGER1	7.139630098	7.023934771	7.441421768	7.023934771	7.002839255	6.890392846	6.94071397
RNASEH2A	7.27733706	7.323188145	6.47273192	6.985954492	6.920080698	7.067417657	6.936048138
LPAR4	7.805234152	7.23175142	7.111482579	6.515523636	6.778455344	7.207066588	6.61750707
MYCT1	6.420223021	7.201029189	7.051467788	7.534652159	7.171160961	7.083097716	6.583813558
RGR	7.299089384	7.565130911	6.68010508	7.644090632	6.78388038	6.745637195	6.503322007
INVS	7.168428339	7.317133106	7.377487098	7.058839012	6.981397883	7.021108783	6.787552394
NIPAL4	6.627575913	7.329485071	7.123549136	7.046297606	7.371123504	7.339690832	6.583517072
TRIM61	7.574618071	6.949279961	7.281282458	7.168795523	6.96383444	7.05491916	6.840731306
MBLAC1	6.948115073	7.084912532	7.094658536	7.084912532	7.062668849	6.799572598	7.302332303
SUV420H2	7.297802877	6.972508978	7.266766848	7.408895194	7.037491543	7.155610474	6.769843207
ST8SIA4	6.57214805	7.082733978	6.622799565	7.096928475	6.834423681	6.626306814	7.458207146
SOX11	6.623170994	7.176656857	6.799572598	7.049318331	7.504266435	7.041170931	6.642694597
ADAMTS2	7.239829527	7.021300806	7.312164814	7.089525388	6.88226231	7.163349193	6.849871674
TOR2A	6.883817654	7.090237877	7.067866	7.089440854	7.156631267	7.08280521	7.119672019
RHBDL2	7.145741157	7.050598222	7.208883941	6.995792729	7.222120916	7.24863664	6.662924995
CEACAM1	7.544225894	7.035523767	7.425467402	7.225248623	7.072128549	7.184779119	6.523597744
EBF1	7.004213707	7.249891834	7.598180687	7.701429491	7.146809012	7.224726426	6.162208982
FCN2	7.344322512	7.04372406	7.079508757	7.199991334	7.079508757	7.126696173	7.101931167
METTL4	6.612647654	7.44162728	6.815206155	6.442214576	7.241830297	6.970685202	7.397560681
MAPK7	7.18965255	7.260498922	7.058726935	7.049122359	7.173440672	7.057020381	6.90529732
LOC730102	6.860004044	7.342565685	7.008582519	7.034782072	7.124911555	6.996069058	6.78354109
CD79A	7.241229133	6.937963261	7.318310863	7.069642526	6.913826378	7.114967765	7.105058726
SMO	7.170860655	7.045646733	7.280105659	7.158364216	6.889697701	7.045646733	6.924517825
LINC00424	7.309438098	6.949606308	7.028570366	7.283178909	7.002614866	6.955401589	7.009557126
RPP40	6.46816669	7.087731904	6.198609657	6.187822456	7.154105011	6.860846048	7.950792348
CIITA	7.382413801	7.034782072	7.314028475	7.166017878	7.034782072	7.052143826	7.001308956
MYO7A	7.009602067	7.239583388	6.90181242	7.323386725	6.794529828	6.990693698	7.460795367
ANG	7.607702708	7.130234181	6.938333376	7.283178909	6.906506924	7.177531734	6.67340984
LOC100288310	5.997373777	6.771003297	7.035381671	6.470729914	7.411978935	6.543998222	7.632087848
CHRND	7.268529759	7.078234243	7.313802635	7.103686719	7.11550027	7.328731383	6.958101623
CCR5	7.220523556	6.972441066	7.129534468	7.009232588	6.78506575	6.906247541	7.191157263
ZNF879	7.300394196	7.141148406	7.300394196	6.795029747	7.135297129	7.045415283	7.00343521
PASK	6.733340049	7.568978561	7.22124222	7.077163212	7.011591598	7.077163212	7.077163212
GBX1	7.470934393	6.989149465	7.148229395	7.109017255	7.077068559	7.139227333	6.870889328
MCEE	6.78969789	7.131558057	6.136102764	6.685745435	7.084732217	7.107316902	7.298769059
GIMAP8	7.030293638	6.859523416	7.042831646	7.950714617	7.085594156	7.195232316	6.44971795
NANP	7.011159518	6.972909072	6.516446072	6.478889131	7.214155312	7.032780332	7.312352913
TMEM99	7.191325855	7.174231622	7.014943776	6.981795755	7.138989906	6.840829439	7.005700668
SYNC	7.401870811	7.484068519	6.765468459	7.243346021	6.918784115	7.690444179	6.29429178
RAD51D	7.278966051	7.119047052	6.789828004	6.79603812	7.024548815	7.089468747	7.024548815
MPZ	7.469351389	7.902587737	6.997290945	7.578542218	6.790488204	7.229443231	6.518797339
ZNF343	7.072722795	7.175064206	7.072722795	7.003997307	7.196112431	7.25475748	6.745045673
SHISA2	6.244223241	7.239583388	8.704432206	6.372745406	6.983904747	6.855834569	6.75501801
TDRKH	6.549225021	6.745609169	6.816292809	6.580568576	6.823143106	6.664411265	7.810290264
KIAA1614	7.24509772	6.926819581	7.237523494	6.873827051	6.991464551	7.029166867	6.96766976
FPGS	6.689199548	7.046904426	6.875247888	7.160965005	7.070341661	7.062506385	7.263174187
LOC652276	7.105971548	6.879386208	7.321401365	7.254262089	6.96880186	7.029259624	7.0206575
SOHLH1	6.328832469	7.201514498	7.109875579	7.182570879	7.266279133	6.763285089	7.188448445
CPT2	6.987462757	7.034782072	6.53046644	6.993059688	7.086710999	7.24828161	6.880133191
LOC101928881	7.23385639	6.994208112	7.393014017	7.180769828	6.97643685	7.264978626	6.891039538
ZNF439	6.794233383	7.19183564	6.684846869	6.501449648	7.071987792	7.074821239	7.343256905
LOC728743	6.985997106	6.799572598	7.032780332	6.81910785	7.343544078	7.088685102	7.278495567
PINX1	7.345887758	7.107129711	7.241344367	7.222120916	7.055052668	6.731972143	7.000367364
SLC2A11	6.708887796	6.84610792	6.874774724	6.893055733	7.050701885	6.943963659	7.112644867
RIMKLA	6.99486688	6.780338432	6.52888747	6.41983887	7.39213054	6.776946179	8.056686303
C5AR1	6.828221964	7.140434716	6.665809284	7.972835983	6.249942783	6.657527237	7.25876924
CEACAM3	7.294821818	6.967846019	7.284589103	7.252331199	7.009335538	7.213883771	6.941429755
SMKR1	6.279550037	6.848979345	6.266575211	6.282490656	7.199991334	7.037779656	8.034829159
IL17C	7.277124871	7.105966403	7.61100276	7.425828806	7.139582295	7.149161747	6.686027288
LINC01016	7.221682028	6.961481529	7.533248684	7.204816614	6.840666007	7.322006565	6.961959283
RRP9	7.116191784	7.127765899	6.941916472	6.974528291	7.034782072	7.120873284	7.013357249
RBBP8NL	7.356900572	7.076048769	7.346979394	7.400912607	6.998380045	6.732377474	6.885607017
TNAP	7.217467598	7.061205625	7.360923042	7.149152819	7.284934796	7.061205625	6.740971642
TMPRSS2	7.097055264	6.819945047	7.571482062	7.181136519	7.135994439	7.053866708	6.769843207
POLD3	6.948090714	7.252265777	6.889697701	6.881349113	6.985954492	7.160439001	6.852032895
RBFADN	7.061538543	7.070038467	7.011591598	7.199991334	6.859130004	7.017858538	7.011591598
ORAI1	7.244781175	7.276717998	7.30661024	7.288827918	7.010365995	6.605512565	6.973485021
MFNG	7.048717721	7.211449896	7.048717721	7.571046187	6.95933553	7.481328933	6.745609169
PRR34	7.233686933	7.034408176	7.113607419	7.051172916	7.100313695	7.098861218	6.975600247
ZNF793	6.97368644	7.02373745	7.182594357	6.974802427	7.187773197	7.201078323	6.83331299
ATP4B	7.526188999	7.02373745	7.03247527	7.098139571	7.045357511	7.043157633	6.988049893
ART1	7.189261468	7.066439464	7.079301476	7.337339887	7.08439895	6.909804339	7.135411923
CFC1	7.022729207	6.818103639	6.90181242	7.052002637	7.022729207	6.901237237	7.374285876
TNFAIP2	6.538026721	7.180649856	6.671822107	7.064253866	6.926819581	6.96019321	6.734318325
NOTUM	7.104778617	7.025751884	7.143878112	7.278748423	7.025751884	6.831734334	7.025751884
F7	7.340269978	7.103463979	7.287069767	6.985954492	7.073201624	7.169169485	6.842849756
NCF4	7.307371602	6.999916074	6.999916074	7.19014574	6.902484572	7.230337286	6.999916074
PTPRN	6.82278042	6.876542491	6.619073546	6.994482644	6.904003831	6.593826309	7.913590707
INE1	7.124927451	6.809864068	7.264904483	7.191305007	7.022729207	6.979056067	7.069509959
CMTM8	6.85996776	7.060044168	6.683095329	7.743141246	7.229804436	7.193658189	7.096459053
COPG2	6.515497232	7.594025069	6.229926893	6.530817834	6.711331643	7.435753215	7.319760407
MYOZ3	7.122472711	6.910123365	7.231279588	7.268724331	6.914147689	7.091943235	7.062770899
ACRC	7.782130023	6.961549802	7.98706067	6.74438643	6.632458931	7.152627962	6.73357023
ZNF682	6.851083311	7.056620964	6.724816754	6.687984182	6.966305272	7.301500377	7.272871082
GBGT1	7.083771886	6.965721585	7.018616736	7.392958634	6.986091583	7.455609487	6.906210392
MAPK15	7.015100891	7.184667948	7.015100891	7.4461579	6.969739979	7.03603216	6.855438829
FAM181A	7.325285429	7.154687053	7.015158918	7.108560694	6.983111282	7.164776771	6.961959283
ITGB7	7.298604401	7.138580594	7.049708	7.192861625	6.951400913	7.032542196	6.762337583
HTRA3	7.242038503	7.1637607	7.411837664	7.443350401	7.034782072	6.99480154	6.758960123
C14orf178	7.160169969	6.902908807	7.259938505	7.252677866	6.974528291	7.03861685	7.073933877
ARID3A	7.149697566	7.086767144	7.172979838	7.232049819	7.102388432	6.89454165	6.69532374
MIPEP	6.536694814	7.226377123	5.732840856	6.19378545	6.908761156	7.517266627	7.959638958
UNC93B1	7.193364005	7.164598616	7.108109749	7.219749471	7.046811827	7.12515751	6.84590765
ASMTL-AS1	7.003919147	6.885527072	7.100287463	7.479156042	6.875247888	7.165450022	6.992987549
RCOR2	7.375688351	6.90931981	7.21751845	7.047726763	6.912118227	7.008539177	6.762548958
SSBP3-AS1	6.756424491	6.654861318	7.558852263	7.554068948	7.199991334	6.985954492	6.756322703
BSND	7.195034215	7.074246433	7.274745664	7.17514707	7.03228799	7.06255339	6.816819918
CHAF1B	7.030715392	6.938628125	7.005621773	6.963062989	7.063446167	7.019700265	7.125873667
CROCCP3	7.381501105	7.060196894	7.172825436	7.146378304	7.034782072	7.034782072	6.75328659
ADAM1A	6.438684751	6.842807211	6.428617845	6.736135339	7.33039342	7.356383511	7.122237529
SUPT3H	7.051348874	7.351427191	6.062736473	6.651250792	7.290455963	6.962444503	7.378478154
CD6	7.157445803	7.042808041	7.204353303	7.17193847	6.838777658	6.905964123	6.931124463
GRHL1	5.747825778	6.941763561	6.633435537	6.60942695	6.582899297	7.024168564	7.405174495
ZNF200	7.034782072	6.774571148	6.377948508	6.554996948	6.696492475	6.967282985	7.520648281
TFF1	7.425260367	7.128089533	7.202049792	7.037222321	7.022379057	7.210655904	6.821897671
BHMT2	8.066032492	6.985954492	7.442072185	7.010600658	6.295885745	7.247162748	6.335464871
FAM155B	7.081672994	7.163862433	7.235906206	7.111013232	6.806887998	7.041607674	6.981374513
GEMIN7	7.038362913	6.915699181	6.729614084	6.77061481	7.210655904	7.056620964	7.210907145
CTSV	7.011103328	6.993719843	6.792772572	7.011103328	6.83582807	7.269543051	6.906162583
TMEM185A	6.709339771	7.094490296	6.532596509	6.718746769	7.076820537	7.149865231	7.476502244
CRYBB2P1	6.296695618	6.979031201	7.064863198	6.940881679	7.418212906	7.095527437	7.176546012
DGAT2	7.052379461	7.052379461	6.979259033	6.627677482	7.104105734	7.052379461	7.175189455
RNASE4	7.771806001	7.164779098	6.347425732	6.683792159	6.447577296	7.383574197	6.666713976
OASL	7.254723426	7.014766525	7.436414408	7.127636523	6.946807458	7.047972183	6.731979764
C19orf84	7.086843388	6.849950463	7.169065605	7.584231337	6.979284646	7.176394843	6.984502522
SAAL1	6.538301993	7.072298644	6.84367468	6.719780022	7.063418427	7.104206836	7.343286879
RARA-AS1	7.307368312	7.178680614	7.144883298	7.034782072	7.076596691	7.034782072	6.965009227
VPS13A-AS1	7.336408623	7.034937522	7.227684961	7.036006225	7.034937522	7.212044047	6.796854179
CEP162	6.860879015	7.393196623	7.085102435	7.051759042	6.886155099	7.331117003	6.707822489
PYY	7.330224499	7.061719243	7.414541657	7.131902328	7.022729207	6.792299566	7.022729207
KRT6B	7.321558965	6.997997006	7.365559322	7.092157425	6.939508493	7.130781487	6.940764766
ZNF141	7.200048627	7.008539177	7.28160255	7.358462914	7.053024479	7.071278499	6.83331299
PRR35	7.296095853	6.88396639	7.011591598	7.14675793	7.011591598	7.011591598	6.98222023
CRYGS	7.03845731	6.983883864	7.394257796	7.219321535	7.08107733	7.084099361	6.607433626
GMEB1	7.098374528	6.857883094	7.169759851	7.133665198	7.020894967	7.285851445	6.951790734
TNKS1BP1	7.022729207	7.022729207	6.856306176	7.368654238	6.939411999	7.042321308	7.050125675
DHRS9	6.86411829	6.789154291	6.992535259	6.843800444	6.507558244	7.379660808	7.196157973
SLFNL1	7.514955583	6.971461557	7.467675114	7.21848221	6.8644754	7.189612615	6.795072346
GCHFR	7.15385226	6.982503165	6.723567683	6.899490995	7.377689735	6.967376193	7.434899256
TRPC4	7.201774247	7.055547972	7.010311273	6.260318366	7.083508812	6.590586233	7.344638039
LCA5	7.067471709	6.753925399	7.296896845	7.083120538	6.974528291	6.924658227	6.812196942
SETD1A	6.90181242	7.051141077	7.229183886	7.492670566	7.397308496	6.857284364	6.774504114
DKFZP434K028	7.416949218	6.930784786	7.086054525	7.121874085	6.942594296	6.994677203	6.984373997
DDX55	6.575082797	6.9146516	6.794546032	6.875247888	6.962868116	6.961399113	7.118874685
PSTPIP1	7.177513138	7.182039978	7.034782072	7.211683809	7.088224813	6.920057924	6.793225817
BCOR	6.875301779	7.13733581	7.220116276	7.270362751	7.11550027	6.832294082	6.687377722
NTF3	7.228294247	6.865606206	7.213849974	7.078114692	6.875247888	6.960906964	7.128500003
XAGE-4	7.365606499	6.926819581	7.35223009	6.998030506	6.908950724	6.998030506	6.908950724
PROM1	6.843551787	7.576300555	6.198481461	7.011022412	7.09970318	7.378089457	6.633345538
PIGL	7.361032613	6.794248168	7.361713359	6.565740171	6.588400264	6.902990053	7.280249297
RFPL3	7.073875724	6.812515739	7.145936698	7.02547081	7.041679122	7.314002313	6.952850135
TOP3A	7.012839087	7.130264707	7.027763508	7.092626853	7.034782072	7.027763508	7.002282753
ZNF174	7.014160416	7.155224454	6.771579395	6.847584741	7.142486464	6.877544494	7.144285494
RINT1	6.230629699	6.859523416	6.15656796	6.542708147	7.259567871	7.152897207	7.75874261
ASH1L-AS1	6.330300614	6.938338179	6.409163172	6.855245445	6.750857638	6.932325332	7.643774144
ALOX15B	7.034288873	7.074246433	6.929653983	7.532053999	7.334265369	7.913417654	6.731568301
NKX2-1	7.050344999	7.11550027	7.148229395	7.050884537	6.909669236	7.042403401	7.027757159
GPA33	6.784844466	6.840828306	7.287382918	7.19014574	6.896868864	7.255120909	6.985954492
CFH	7.199960849	7.419155932	7.557805775	7.801285416	6.048709878	7.019700265	5.584294777
ZNF793-AS1	7.423915878	7.268017592	7.10034283	6.804186349	7.333046822	6.948713865	6.6154625
TMEM45B	7.186089388	6.927435241	6.878646654	6.959243016	7.115498987	7.024806079	7.302889379
RHCG	7.457078009	7.163862433	7.251536465	7.128715412	7.026631804	7.026631804	6.507339288
RAC3	7.000367364	6.673578265	6.677531588	6.728402728	7.270592153	6.780681324	7.623620512
CDHR1	6.700968761	6.917221271	7.172979838	6.787488398	7.129935635	6.740026919	6.938453233
BTD	7.363427032	7.121990324	6.951280493	6.843340872	7.045854319	6.948925895	6.745245408
NUDT7	6.908568123	7.212935243	5.79384101	6.648047676	6.985954492	6.747247987	7.28149387
C19orf47	7.092600462	6.994208112	7.087807848	7.185970958	6.881146228	7.151796203	6.857258026
MECOM	7.133387583	7.28189959	7.311893054	7.94057123	7.25736004	7.080329781	6.285819651
PTGER3	6.008270871	7.463934812	6.88788414	5.764383822	7.303506209	6.040135548	6.711062583
FHDC1	7.222999078	6.788307228	7.686937721	7.226020167	6.860652053	7.031658161	6.955810703
PDZD3	7.375578683	6.77344173	7.180848384	6.930785476	6.875644386	7.196525797	6.941076981
GFER	7.105766909	7.0915074	7.227106869	7.230392535	6.880988789	7.008539177	6.906139198
PSG5	7.160174425	7.00241463	7.174857639	7.25146138	7.12485512	6.961825726	6.857008124
BTBD11	6.631283813	6.613981427	6.462619373	6.102180371	7.449229352	6.449910287	7.481789592
LILRB2	7.057254321	6.937868239	6.945013532	7.348887486	6.959156221	6.966161231	6.836301563
FGFR4	7.024056737	6.871892728	7.321388912	7.322903091	6.940221606	6.923991504	6.81616489
LOC102724275	7.074246433	7.112928739	7.239967088	6.757435346	7.049711892	7.443213769	6.531456201
LOC102724094	6.973485021	7.001530016	7.094557635	7.175038386	6.890509384	6.925282851	6.923210908
SLMO1	7.125710843	7.019581794	7.35223009	6.843495773	7.054245987	6.93285	6.776170087
EDEM2	7.025573574	7.138844007	6.576128991	7.075235752	7.11550027	6.978407619	7.136090351
RSG1	7.426925035	7.073168264	6.925510498	7.334835109	6.839463446	7.191940854	6.824083021
C4orf19	7.66180436	7.154687053	6.980933514	6.542258681	6.980933514	6.923233369	7.035693972
SPRYD4	7.073864788	7.06544491	6.786566108	6.965009945	6.921247958	6.994208112	6.994208112
TTC39B	6.404925412	6.772114274	6.855942918	7.200134022	7.280295067	6.705908949	7.140218011
RP2	6.850305646	7.172070686	6.971396511	7.059573497	6.665027006	7.199991334	7.1813779
KIF12	7.40674761	6.870852937	7.176599579	7.186690101	6.750129265	7.198232932	6.947466946
GYLTL1B	7.364968381	7.012607647	7.255120909	7.236651846	6.943265704	7.376309989	6.712773859
ANKRD36BP2	5.939944877	6.84590765	6.707428685	6.57240269	6.943735858	6.808986951	7.472982616
MAP4K1	7.410016778	7.059519656	7.110782728	7.024992715	7.010324149	7.059795992	6.790851757
NEU3	6.643111917	7.047551288	6.432308312	7.045422486	7.340948638	7.156975758	6.888804315
RRP12	6.992429656	6.99934262	7.024857178	7.032993289	6.951400913	7.113474411	7.062555578
HOXC5	7.216989625	7.02373745	6.947424036	6.989090412	6.962825304	6.993334638	7.084840553
ZNF789	6.476539862	6.91893065	6.515225383	7.107293163	6.716331525	7.271945012	6.685745435
REM1	7.362779017	6.949279961	7.145785875	7.225495101	6.859139512	7.158485421	6.841667674
MAGEL2	6.307874062	6.946846992	6.139004545	6.26356142	7.809226028	6.631789095	8.043603023
LOC100506922	7.130867548	7.163862433	6.92876008	7.145512887	7.592940409	6.531385107	6.716517357
MICA	7.379770075	7.107155768	6.81185506	7.112727764	6.640394494	7.156526806	7.215468029
DMBT1	7.339621475	6.994208112	7.115272957	7.254539837	6.889697701	6.782541916	6.994208112
TMCO6	6.356467118	7.224775141	6.817122592	6.849212527	7.110477948	7.275115919	7.129802903
RFC3	6.086684133	7.207302825	5.010722822	6.556913351	7.370663663	7.027763508	7.515956058
FGF14-AS2	7.179443544	7.305311341	6.609964718	7.242011731	7.190994746	7.261460244	6.99931256
MRGBP	7.02804384	6.998770423	7.125148438	6.998770423	7.011591598	6.776898873	7.004827428
LOC729658	6.943968129	7.587454905	8.369167517	6.722788565	7.290737327	7.439887351	6.173528062
LINC01533	7.080663095	7.00942933	7.086565787	7.029493383	6.979331852	7.067417657	6.882018332
SLC16A6	6.74550665	6.662796844	6.390873141	7.495834553	6.735803124	6.323372461	6.785578232
SLC22A4	7.212425694	7.228020665	6.179221884	6.937008415	6.662630593	7.161457261	6.82133172
CLDN19	7.157445803	6.974362427	7.095582769	7.210655904	6.869358847	6.957821412	6.954748927
TSPY1	7.22931357	6.987764367	7.243050659	7.001716829	6.946372743	7.231917247	6.905510768
TMEM92	7.288222252	6.949279961	7.138022878	7.585206711	7.079186533	6.810561016	6.665880241
NR1H3	6.889313438	7.139368356	6.69209877	7.091797174	7.02640647	7.281722431	6.716188554
MALL	7.079237654	6.960906964	7.412902242	6.950608149	6.950608149	6.745609169	7.214523062
ARSF	7.082711855	6.957340159	6.913826378	7.151341778	6.827889271	7.456791362	6.703435761
ZNF16	7.028727346	7.037779656	6.805357296	6.799284514	7.079714554	7.037779656	7.105058726
ARR3	7.074246433	6.884772353	7.03475471	7.110603492	7.012607647	7.110603492	6.958193455
CFAP45	7.119192231	7.836609982	6.955633681	6.921626079	6.951400913	7.017694132	6.887286733
URB1-AS1	7.051248518	7.105058726	6.745261148	6.642885451	7.264534337	6.845248663	7.243498483
RCE1	7.390489903	7.001382158	7.140265349	7.190132672	6.983199937	6.917569005	6.756657754
TM6SF2	7.073929649	6.927322177	6.973485021	7.082011403	7.056938861	7.165786357	6.925597136
RFFL	7.019709959	6.930389065	7.222188128	7.291369621	6.917130236	7.116736471	6.947291929
MORC2-AS1	6.967733876	7.012607647	7.126757682	7.109408474	6.947232404	7.106962796	6.893411999
FZD6	6.595765041	7.295063973	6.296453933	6.99934262	7.160682757	7.184962557	6.711245069
PODN	7.316935188	6.913826378	7.295731233	7.345027113	6.890778249	7.082676083	6.70575898
IRF6	6.495662884	7.034782072	6.783350984	7.193404365	6.782962875	7.342175512	6.983926295
RCSD1	6.580160412	7.307727845	6.51019071	7.063893518	6.610846462	7.091815121	6.669763192
CD7	7.034076488	6.925725477	7.160199286	7.254262089	6.962968458	6.924122169	6.889261893
FAM95B1	7.188067411	6.953396923	7.161941006	7.19652806	7.011591598	7.000586558	6.793457994
CYP4F12	7.151945392	7.113611311	7.022729207	7.752512904	7.270296646	6.915730719	6.306074505
NFKBID	7.006473326	6.954669181	7.032148658	7.25907799	6.820607686	7.006473326	6.778942593
MFSD3	7.379316266	6.926639713	6.817122592	6.860889403	7.012990622	6.90181242	7.372158702
ALOX12-AS1	6.802624162	6.996913757	7.198927846	6.770726672	7.022729207	7.235172267	6.894036733
KLF5	6.814061362	7.052996506	6.784216564	6.927251605	6.937675985	6.617901473	7.173720668
LOC101928323	7.205371359	6.960906964	6.919330393	7.028187826	7.073905794	6.960906964	6.702552964
HES2	7.097243201	6.857081435	7.114843554	6.875117144	6.983696702	6.983696702	7.030516495
LOC100128751	6.979117133	7.130913461	7.318916303	7.279231576	6.984954124	7.221093313	6.637858026
LRRC48	6.54011868	8.148064011	6.649844338	6.726190169	7.222120916	7.527628058	6.585474606
SPSB1	7.174474606	7.299213161	7.37374099	7.310177006	7.148549069	6.960267144	6.681293416
HOXD1	6.974528291	7.084915969	6.890249917	6.903414389	7.280399562	7.01021374	6.175645512
TMEM254-AS1	7.14213847	7.363628653	7.016708242	7.020419774	7.013888055	7.148333254	6.668371388
COMTD1	7.048572641	6.939615534	7.021720339	7.121577242	7.161539543	6.754619541	7.066479807
RAB11B-AS1	6.700591728	7.155011661	7.045451009	7.087810704	7.11270883	6.681955744	6.881213879
LOC100134937	7.088692543	6.997748278	7.063421296	6.374787963	6.794857401	6.89014651	6.983199279
SFMBT1	6.94514777	7.053503743	6.98090036	7.031762173	6.677788113	7.078134163	6.98966429
